t,v,i
4.56547493073786E-07,2.116074,-1.80179
4.56595050598311E-07,2.383014,-1.712515
4.56650438949992E-07,2.678349,-1.602086
4.56706759077261E-07,2.960434,-1.483346
4.56771362902009E-07,3.259139,-1.339749
4.56847070375808E-07,3.573869,-1.16308
4.56939822364365E-07,3.903622,-0.9368843
4.57062583800924E-07,4.238753,-0.6272572
4.57240308945685E-07,4.530201,-0.1749943
4.57456553154277E-07,4.60563,0.3566019
4.57675015956731E-07,4.380896,0.8422328
4.57903736484607E-07,3.849946,1.258511
4.58161190779913E-07,2.990816,1.591228
4.5840144381111E-07,2.033239,1.75693
4.58636789319136E-07,1.035871,1.778197
4.58842656708081E-07,0.1926875,1.685989
4.59067381215662E-07,-0.6282207,1.485643
4.59275888375839E-07,-1.240165,1.230454
4.59526511640198E-07,-1.744453,0.8706834
4.59771077497873E-07,-1.996675,0.5029863
4.59964732079233E-07,-2.008103,0.2235429
4.60162590775017E-07,-1.851635,-0.02890434
4.60361148938624E-07,-1.557744,-0.2327597
4.60574052112847E-07,-1.126523,-0.382879
4.60805876667219E-07,-0.5761154,-0.464685
4.6099713819352E-07,-0.09540281,-0.4640757
4.61187023384123E-07,0.3707562,-0.4007758
4.61378075722528E-07,0.7915314,-0.2825613
4.61606013795103E-07,1.200277,-0.08822227
4.61818793362706E-07,1.466496,0.1279631
4.62034471084034E-07,1.595314,0.364217
4.62282079343035E-07,1.574196,0.6301742
4.62523907823256E-07,1.394601,0.8607355
4.62770693840174E-07,1.070127,1.042787
4.63041908917135E-07,0.6072475,1.171221
4.63243266635567E-07,0.2238896,1.210188
4.63434351553235E-07,-0.1440626,1.196055
4.63628780007024E-07,-0.4901179,1.136079
4.6385790632317E-07,-0.8252435,1.016692
4.64149059671223E-07,-1.114097,0.8175272
4.6441816098689E-07,-1.2278,0.6099554
4.64645955320169E-07,-1.191845,0.4333398
4.64839442230368E-07,-1.063464,0.2969524
4.65034338902845E-07,-0.8547961,0.182978
4.65228708992567E-07,-0.5851469,0.1005629
4.65449880430743E-07,-0.2293751,0.04887539
4.6566152364858E-07,0.1335504,0.04301932
4.65870105175196E-07,0.4894017,0.07935172
4.66053948019966E-07,0.7821087,0.1438419
4.66226254405201E-07,1.022829,0.2294297
4.6640078050333E-07,1.220232,0.3358705
4.66601382502765E-07,1.377738,0.4743395
4.66846196678434E-07,1.465305,0.6521625
4.67123450908141E-07,1.427489,0.8456813
4.67443038122492E-07,1.223035,1.032559
4.67807800886662E-07,0.8445936,1.180557
4.68083996325743E-07,0.4946124,1.235635
4.68292493580628E-07,0.2174181,1.236143
4.68497576271445E-07,-0.04030417,1.204176
4.68704923366847E-07,-0.267163,1.145924
4.68924572898107E-07,-0.4518865,1.062535
4.69202725215482E-07,-0.5907578,0.940385
4.69520965726994E-07,-0.6163321,0.801039
4.69900851852857E-07,-0.4892476,0.6598689
4.70194976658466E-07,-0.2953334,0.5845903
4.70412090018641E-07,-0.1080127,0.5585214
4.70612887528537E-07,0.080861,0.5599813
4.70818924020024E-07,0.2720848,0.5855342
4.71061572729841E-07,0.4774831,0.6409745
4.71284613665182E-07,0.6342226,0.7110658
4.71505350873242E-07,0.7468638,0.793835
4.71728731527568E-07,0.8088385,0.8836655
4.72011813232004E-07,0.8121938,0.9940398
4.7235470657153E-07,0.7220571,1.105271
4.72791231077299E-07,0.5118718,1.20054
4.73104633081022E-07,0.3254557,1.230387
4.73338336713156E-07,0.1836759,1.226395
4.73536928328107E-07,0.07608826,1.20705
4.73737875197274E-07,-0.01217656,1.176358
4.73938967375549E-07,-0.0746168,1.138386
4.74153808996487E-07,-0.1096607,1.094013
4.74370009641096E-07,-0.1106,1.050005
4.74611201228368E-07,-0.07374372,1.00674
4.74854757316266E-07,-0.002659648,0.9738926
4.7510352855398E-07,0.09641384,0.955047
4.75329616258094E-07,0.200314,0.9539956
4.75617734719607E-07,0.3349857,0.9745859
4.75926620291861E-07,0.4647769,1.01798
4.76187074948625E-07,0.5511196,1.068739
4.76392407629808E-07,0.5963586,1.115564
4.76586488109902E-07,0.6169472,1.1623
4.76782954519547E-07,0.6160136,1.208992
4.76991805627098E-07,0.5911041,1.254485
4.77289747011878E-07,0.5228197,1.30753
4.7764556602482E-07,0.4118317,1.350487
4.7797092061974E-07,0.2983018,1.367969
4.7826121695033E-07,0.2013528,1.36575
4.7848634063347E-07,0.1379902,1.353866
4.78673166658197E-07,0.09897602,1.338539
4.78879507485515E-07,0.07214538,1.318435
4.7906877735272E-07,0.06453273,1.299342
4.79342224372003E-07,0.08044197,1.274295
4.79638264205015E-07,0.1260826,1.254743
4.7997280518135E-07,0.2045669,1.24674
4.80332828670995E-07,0.3033929,1.257249
4.80708536724682E-07,0.4050343,1.287035
4.80934245238126E-07,0.4572169,1.313672
4.81132248935911E-07,0.4916872,1.341967
4.81333498274177E-07,0.5136684,1.372955
4.81587461551502E-07,0.5223889,1.412299
4.81893517017348E-07,0.5076426,1.455979
4.82266275712932E-07,0.4604788,1.498184
4.8273567195513E-07,0.3777346,1.531991
4.83106568389271E-07,0.3085116,1.543302
4.83335209735178E-07,0.2708834,1.542654
4.83538109780366E-07,0.2455654,1.537985
4.83754315866333E-07,0.228258,1.530868
4.83963940002294E-07,0.2225362,1.523418
4.84262850374137E-07,0.2317776,1.514501
4.84594948353018E-07,0.2611949,1.51052
4.85049109964237E-07,0.320875,1.518653
4.85548809609509E-07,0.3927951,1.543677
4.85822787807683E-07,0.4280131,1.564836
4.86026509211084E-07,0.447815,1.584092
4.86229744072401E-07,0.4606333,1.604717
4.86435251592524E-07,0.4661478,1.625844
4.86684549058967E-07,0.4629634,1.650384
4.87002227624437E-07,0.4463149,1.67789
4.87399910387443E-07,0.4130936,1.70449
4.87834148967741E-07,0.3708394,1.723921
4.88088526446799E-07,0.3473016,1.730261
4.88293177614445E-07,0.3317948,1.732456
4.88487089683037E-07,0.3212867,1.73305
4.88688115626125E-07,0.3151957,1.732867
4.88891486829652E-07,0.3144269,1.732551
4.89139256364478E-07,0.3206368,1.733013
4.89451242723863E-07,0.3373556,1.736335
4.89843296932713E-07,0.3670184,1.746081
4.90257590678483E-07,0.4023148,1.762922
4.90501057678147E-07,0.4222068,1.776249
4.90697744545776E-07,0.4359235,1.788998
4.9088875044231E-07,0.4462858,1.802448
4.91087404217171E-07,0.4536064,1.817039
4.91288006796122E-07,0.4570135,1.831898
4.91542596021017E-07,0.4557653,1.850152
4.91850847640583E-07,0.4474462,1.870262
4.92241464126676E-07,0.4299526,1.891452
4.92690730030157E-07,0.4061623,1.910281
4.92938475664444E-07,0.3935604,1.917895
4.93138877276914E-07,0.3851434,1.922412
4.93335080519433E-07,0.3792006,1.92596
4.93536155941666E-07,0.3757992,1.929102
4.93750686085807E-07,0.375553,1.932348
4.94044861805896E-07,0.3803013,1.937389
4.94379749474331E-07,0.3913895,1.944979
4.94824438734339E-07,0.4115817,1.958498
4.95109065475565E-07,0.4258197,1.969534
4.95351218642038E-07,0.4374799,1.980701
4.95562090620601E-07,0.4462739,1.991447
4.95761725297904E-07,0.4528704,2.002258
4.95967099611193E-07,0.4576183,2.013736
4.96173730901525E-07,0.460032,2.025337
4.96449019338824E-07,0.4597977,2.040367
4.96771925340549E-07,0.4554951,2.056688
4.97195320761374E-07,0.4458102,2.075519
4.97545623771264E-07,0.4363573,2.08878
4.97777734981711E-07,0.4303209,2.096196
4.97979510739908E-07,0.4259778,2.10181
4.98177542187523E-07,0.422924,2.106806
4.9838319844758E-07,0.4212151,2.111672
4.98590309752632E-07,0.4212181,2.116462
4.9886441870297E-07,0.4237441,2.123007
4.99186912043595E-07,0.429689,2.131522
4.99606420235252E-07,0.4404204,2.144338
0.0000005,0.4518207,2.157865
